Общее,,,,,,,,Пласт,,,,,Режим,,,,,,,,,,,Даты,,Потенциал,,,Жидкость,,,,,,Месяц,,,,Насос,,,,,,,Скважина,,,Пакер,,,Давление,,,,,,Дополнительно
,Номер скважины,Куст,Дата,Состояние,СЭ,Рентабельность,,Пласт,Hвд,Удл.,H пер.,Н эфф.,Qн,Qж,%,Р(заб),Pпл,KH,Кпр,Kпрон,Скин-фактор,Rc,H дин,Пуски,Остановки,Qн,Qж,Qж (Д),Газовый фактор,Вязкость,Плотность нефти,Коб,Вязкость жидкости,Плотность воды,Нефть,Жидкость,Т раб,Т нак,Дата,Насос,Произв-ть,Hспуск,Напор,Гц,Текущие,Dэ/к,Dнкт,Dшт,Дата,Пакер,Hпак,Рбуф,Р лин.,Р затр.,Рприем,Н стат,Рзатр при Нстат,Примечание
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"1856,8","15,2","11,8","48,5","57,6","1,0","118,1","152,0","303,9","1,88","20,0","0,0",250,,12/23/2016,12/3/2016,70,83,83,1738,"1,05","0,850","1,176","1,05","1,005",1454,1728,720,,12/23/2016,Воронка,,,,,,"124,0",73,8,,,,"82,0","27,0","97,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,мая.2019,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","199,0","249,0","6,0","105,4","156,0","912,5","5,55","0,8","0,0",250,,4/12/2017,4/9/2017,210,263,263,946,"1,05","0,850","1,176","1,07","1,005",6167,7719,744,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"37,8","157,2",89,,,,,"37,0","32,4","46,0","96,5",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","185,5","225,0","3,0","218,8","144,0","1734,6","10,67","2,3","0,0",250,,10/26/2017,10/1/2017,336,407,407,1461,"1,05","0,850","1,176","1,06","1,005",5751,6975,744,,26/10/2017 2:00:01,S8000N-750,,52,,,"37,6","157,2",73,,,,,"43,0","38,5","80,0","111,3",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"1856,8","15,2","11,8","52,5","62,4","1,0","114,3","152,0","300,0","1,86","19,7","0,0",250,,12/23/2016,12/3/2016,69,82,82,1596,"1,05","0,850","1,176","1,05","1,005",1628,1934,744,,12/23/2016,Воронка,,,,,,"124,0",73,8,,,,"83,0","27,6","97,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4143G,КУСТ-7.1,апр..2019,РАБ.,ЭЦН,Да,,НП4,2984,"1079,7","792,3","26,7","149,9","180,0","2,0","72,9","164,0",,,,"0,0",250,,2/9/2019,1/26/2019,,,,118,"1,05","0,850","1,176","1,06","1,005",4473,5370,716,,09/02/2019 2:00:01,399 МТ5А-200 DP,,48,,,"29,0","157,2",80,,,,,"33,0","29,5","31,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","192,8","252,0","10,0","105,0","156,0","969,9","5,81","0,8","0,0",250,,4/12/2017,4/9/2017,212,277,277,1006,"1,05","0,850","1,176","1,09","1,005",5775,7550,719,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"38,4","157,2",89,,,,,"34,5","30,0","50,0","98,8",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","177,4","213,0","2,0","124,1","154,0","404,0","2,50","0,5","0,0",250,,10/26/2017,10/1/2017,177,213,213,1572,"1,05","0,850","1,176","1,06","1,005",5323,6390,720,,26/10/2017 2:00:01,S8000N-750,,52,,,"37,8","157,2",73,,,,,"41,0","37,0","84,0","112,1",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"156,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"1856,8","15,2","11,8","53,9","64,0","1,0","116,4","152,0","323,1","2,00","21,3","0,0",250,,12/23/2016,12/3/2016,74,88,88,1574,"1,05","0,850","1,176","1,05","1,005",1616,1920,720,,12/23/2016,Воронка,,,,,,"124,0",73,8,,,,"84,0","26,0","97,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4143G,КУСТ-7.1,мар..2019,РАБ.,ЭЦН,Да,,НП4,2984,"1079,7","792,3","26,7","144,1","173,0","2,0","73,8","164,0","406,6","2,51","0,5","0,0",250,,2/9/2019,1/26/2019,144,173,173,143,"1,05","0,850","1,176","1,06","1,005",4467,5363,744,,09/02/2019 2:00:01,399 МТ5А-200 DP,,48,,,"28,4","157,2",80,,,,,"33,0","29,5","31,0","62,1",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","208,1","269,0","9,0","102,9","156,0","945,1","5,68","0,8","0,0",250,,4/12/2017,4/9/2017,209,271,271,942,"1,05","0,850","1,176","1,09","1,005",6450,8339,744,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"37,5","157,2",89,,,,,"32,0","26,0","55,0","93,2",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","186,6","224,0","2,0","124,7","154,0","425,1","2,63","0,6","0,0",250,,10/26/2017,10/1/2017,187,224,224,1407,"1,05","0,850","1,176","1,06","1,005",5784,6944,744,,26/10/2017 2:00:01,S8000N-750,,52,,,"37,3","157,2",73,,,,,"43,0","36,0","82,0","112,5",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"166,3",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"151,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"151,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"151,4",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"1856,8","15,2","11,8","56,5","67,2","1,0","116,4","152,0","339,3","2,10","22,3","0,0",250,,12/23/2016,12/3/2016,78,93,93,1497,"1,05","0,850","1,176","1,05","1,005",1753,2083,744,,12/23/2016,Воронка,,,,,,"124,0",73,8,,,,"82,0","26,7","97,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4574G,КУСТ-16,февр..2019,РАБ.,ЭЦН,Да,,НП4,2478,"592,6","883,5","11,1","175,0","208,0","1,0","148,4","175,6","1284,6","7,96","1,5","0,0",250,,8/7/2018,,410,488,488,696,"1,05","0,850","1,176","1,05","1,005",4901,5824,672,,07/08/2018 2:00:01,D3500N-1800,,35,,,"32,0","157,2",73,4,,,,"45,0","16,0","93,0","135,8",0,"0,000",
Добывающая,4559G,,,РАБ.,ЭЦН,Да,,НП4,2722,"835,","1009,9","18,3","348,4","414,0","1,0","90,3","184,5","892,8","5,53","0,9","0,0",250,,12/30/2018,,348,414,414,221,"1,05","0,850","1,176","1,05","1,005",9755,11592,672,,30/12/2018 2:00:01,S6000N,,,,,"46,0","157,2",89,,,,,"18,0","17,0","74,0","80,8",0,"0,000",
Добывающая,4143G,КУСТ-7.1,,РАБ.,ЭЦН,Да,,НП4,2984,"1079,7","792,3","26,7","148,6","184,0","5,0","73,5","164,0","432,9","2,64","0,5","0,0",250,,2/9/2019,1/26/2019,149,184,184,167,"1,05","0,850","1,176","1,07","1,005",2972,3680,480,,09/02/2019 2:00:01,399 МТ5А-200 DP,,42,,,"27,0","157,2",80,,,,,"33,0","29,5","30,0","62,0",0,"0,000",
Добывающая,4135G,,,РАБ.,ЭЦН,Да,,НП4,2306,"417,3","983,1","10,4","117,0","139,0","1,0","114,3","145,6","765,3","4,74","0,8","0,0",250,,6/6/2018,5/5/2018,157,186,186,2141,"1,05","0,850","1,176","1,05","1,005",3275,3892,672,,06/06/2018 2:00:01,S8000N-800,,39,,,"45,0","157,2",89,,,,,"40,0","29,5","85,0","106,6",0,"0,000",
Добывающая,4134G,КУСТ-7,,РАБ.,ЭЦН,Да,,НП4,2297,"399,8","803,3","11,2","148,1","176,0","1,0","106,9","142,0","867,9","5,38","1,1","0,0",250,,9/25/2017,,165,196,196,1299,"1,05","0,850","1,176","1,05","1,005",4147,4928,672,,25/09/2017 2:00:01,DN4300-1500,,35,,,"31,0","157,2",73,,,,,"33,0","29,6","58,0","98,3",0,"0,000",
Добывающая,4108G,КУСТ-6,,РАБ.,ФОН,Да,,НП4,2554,"664,2","1028,1","11,5","151,5","180,0","1,0","154,1","175,0","1464,6","9,08","1,4","0,0",250,,8/11/2017,8/10/2017,465,552,552,908,"1,05","0,850","1,176","1,05","1,005",4241,5040,672,,11/08/2017 11:41:00,Воронка,,,,,,"157,2",73,10,,,,"85,0","29,0","112,0","0,0",0,"0,000",
Добывающая,4055G2,КУСТ-3,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","206,0","267,0","9,3",,"156,0","917,1","5,51","0,8","0,0",250,,4/12/2017,4/9/2017,206,267,267,892,"1,05","0,850","1,176","1,09","1,005",5767,7476,672,,12/04/2017 4:50:00,SN-8000-1900,,50,,,"37,0","157,2",89,,,,,"30,0","24,5","50,0","91,6",0,"0,000",
Добывающая,4055G,,,РАБ.,ЭЦН,Да,,НП4,2841,"931,6","1186,7","13,5","206,0","267,0","9,3","100,5","156,0","917,1","5,51","0,8","0,0",250,,4/12/2017,4/9/2017,206,267,267,892,"1,05","0,850","1,176","1,09","1,005",5767,7476,672,,,,,,,,"37,0","157,2",89,,,,,"30,0","24,5","50,0","91,6",0,"0,000",
Добывающая,4001G,КУСТ-1,,РАБ.,ЭЦН,Да,,НП4,2308,"416,2","760,0","24,0","186,9","225,0","2,3","124,1","154,0","426,9","2,63","0,6","0,0",250,,10/26/2017,10/1/2017,187,225,225,1446,"1,05","0,850","1,176","1,06","1,005",5235,6300,672,,26/10/2017 2:00:01,S8000N-750,,52,,,"37,5","157,2",73,,,,,"40,0","35,5","77,0","111,8",0,"0,000",
Добывающая,158R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"165,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,157R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,фонтанный лифт,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,1",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,152R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"150,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"150,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"150,5",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,148R,,,РАБ.,ФОН,Да,,НП4,1857,"1856,8","15,2","11,8","55,2","65,6","1,0","121,0","158,0","318,6","1,97","21,0","0,0",250,,12/23/2016,12/3/2016,81,96,96,1452,"1,05","0,850","1,176","1,05","1,005",1546,1837,672,,12/23/2016,Воронка,,,,,,"124,0",73,8,,,,"82,0","26,6","98,0","0,0",0,"0,000",
Добывающая,129R,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,,,,ПЬЕЗ,ФОН,Нет,,НП4,,,,,"0,0","0,0","0,0",,"164,2",,,,"0,0",,,,,,,,89,"1,05","0,850","1,176",,"1,005",,,,,,,,,,,,,,,,,,"0,0","0,0","0,0","0,0",0,"0,000",
Добывающая,4574G,КУСТ-16,янв..2019,РАБ.,ЭЦН,Да,,НП4,2478,"592,6","883,5","11,1","154,8","184,0","1,0","151,5","175,6","1248,1","7,74","1,4","0,0",250,,8/7/2018,,399,474,474,608,"1,05","0,850","1,176","1,05","1,005",4800,5704,744,,07/08/2018 2:00:01,D3500N-1800,,35,,,"32,0","157,2",73,4,,,,"52,0","15,0","84,0","136,7",0,"0,000",
Добывающая,4559G,,,РАБ.,ЭЦН,Да,,НП4,2722,"835,","1009,9","18,3","550,6","661,0","2,0","102,7","184,5","2701,2","16,68","2,7","0,0",250,,12/30/2018,,964,1157,1157,81,"1,05","0,850","1,176","1,06","1,005",17069,20491,744,,30/12/2018 2:00:01,S6000N,,,,,"46,0","157,2",89,8,,,,"75,0","14,0","35,0","130,0",0,"0,000",
Добывающая,4143G,КУСТ-7.1,,РАБ.,ЭЦН,Да,,НП4,2984,"1079,7","792,3","26,7","139,7","166,0","1,0","176,0","164,0","426,8","2,65","0,5","0,0",250,,9/3/2018,8/28/2018,140,166,166,223,"1,05","0,850","1,176","1,05","1,005",4330,5146,744,,03/09/2018 2:00:01,,,44,,,"30,5","157,2",89,6,,,,"40,0","32,0","50,0","72,0",0,"0,000",
Добывающая,4135G,,,РАБ.,ЭЦН,Да,,НП4,2306,"417,3","983,1","10,4","124,5","148,0","1,0","115,5","145,6","885,4","5,49","0,9","0,0",250,,6/6/2018,5/5/2018,182,216,216,1980,"1,05","0,850","1,176","1,05","1,005",3861,4588,744,,06/06/2018 2:00:01,S8000N-800,,39,,,"45,0","157,2",89,,,,,"40,0","33,0","81,0","107,9",0,"0,000",
